Namespace(batchSize=128, epoch=25, lr=0.00625, method='momsgd', modelIn='noise0_III.pth', modelOut='noise0_IV.pth', ngpu=1, noise=0.0)
Files already downloaded and verified
Files already downloaded and verified
[Epoch 0] Time: 31.45701837539673, Train loss: 0.0002552679567784071, Train accuracy: 0.98898, Test loss: 0.0027143030747771263, Test accuracy: 0.9062
[Epoch 1] Time: 61.77807855606079, Train loss: 0.00023338580150157213, Train accuracy: 0.99036, Test loss: 0.0028184040252119302, Test accuracy: 0.9089
[Epoch 2] Time: 92.21601366996765, Train loss: 0.0001803828191757202, Train accuracy: 0.99248, Test loss: 0.0027830766975879668, Test accuracy: 0.9085
[Epoch 3] Time: 122.66214632987976, Train loss: 0.00023364195292815566, Train accuracy: 0.99066, Test loss: 0.0029046647131443022, Test accuracy: 0.9116
[Epoch 4] Time: 153.13494491577148, Train loss: 0.00024826260726898907, Train accuracy: 0.99016, Test loss: 0.0029682990357279776, Test accuracy: 0.9074
[Epoch 5] Time: 183.60518097877502, Train loss: 0.00016527034604921936, Train accuracy: 0.99352, Test loss: 0.002996137495338917, Test accuracy: 0.9083
[Epoch 6] Time: 214.1150860786438, Train loss: 0.00020173644005320966, Train accuracy: 0.99134, Test loss: 0.0029363703846931456, Test accuracy: 0.9118
[Epoch 7] Time: 244.59504556655884, Train loss: 0.00020846924800425767, Train accuracy: 0.99136, Test loss: 0.0030580189138650895, Test accuracy: 0.9095
[Epoch 8] Time: 275.1104271411896, Train loss: 0.00018537984360009432, Train accuracy: 0.99148, Test loss: 0.003044099835306406, Test accuracy: 0.9052
[Epoch 9] Time: 305.6361117362976, Train loss: 0.00019720522593706847, Train accuracy: 0.99146, Test loss: 0.0032079682067036627, Test accuracy: 0.9049
[Epoch 10] Time: 336.15553760528564, Train loss: 0.0002647571314126253, Train accuracy: 0.98854, Test loss: 0.003257655880600214, Test accuracy: 0.9073
[Epoch 11] Time: 366.6718702316284, Train loss: 0.00022790908785536886, Train accuracy: 0.99046, Test loss: 0.0032509525224566457, Test accuracy: 0.9009
[Epoch 12] Time: 397.20230412483215, Train loss: 0.00023202700063586234, Train accuracy: 0.98976, Test loss: 0.0030728185459971426, Test accuracy: 0.9053
[Epoch 13] Time: 427.7638216018677, Train loss: 0.0002361118826828897, Train accuracy: 0.99048, Test loss: 0.0032134659126400946, Test accuracy: 0.9004
[Epoch 14] Time: 458.3160276412964, Train loss: 0.0002146421547792852, Train accuracy: 0.99096, Test loss: 0.0031419801466166975, Test accuracy: 0.9061
[Epoch 15] Time: 488.8601703643799, Train loss: 0.00021352136574685573, Train accuracy: 0.99084, Test loss: 0.003076601107418537, Test accuracy: 0.9068
[Epoch 16] Time: 519.3855123519897, Train loss: 0.00022759915567934513, Train accuracy: 0.99038, Test loss: 0.003208402056992054, Test accuracy: 0.9022
[Epoch 17] Time: 549.8893721103668, Train loss: 0.0002198195108771324, Train accuracy: 0.99042, Test loss: 0.003117605295777321, Test accuracy: 0.9018
[Epoch 18] Time: 580.3586008548737, Train loss: 0.00025238458063453435, Train accuracy: 0.98972, Test loss: 0.0031696084812283514, Test accuracy: 0.9005
[Epoch 19] Time: 610.7692241668701, Train loss: 0.0002714285695552826, Train accuracy: 0.98974, Test loss: 0.0030326723426580427, Test accuracy: 0.9035
[Epoch 20] Time: 641.2117404937744, Train loss: 0.00024488046675920485, Train accuracy: 0.9889, Test loss: 0.0031805021196603775, Test accuracy: 0.8995
[Epoch 21] Time: 671.6407804489136, Train loss: 0.0002470160882920027, Train accuracy: 0.98978, Test loss: 0.0031876252859830857, Test accuracy: 0.9028
[Epoch 22] Time: 702.1078069210052, Train loss: 0.0002471439357846975, Train accuracy: 0.98974, Test loss: 0.002915046938508749, Test accuracy: 0.9063
[Epoch 23] Time: 732.557870388031, Train loss: 0.00021553806096315383, Train accuracy: 0.99122, Test loss: 0.003061051054298878, Test accuracy: 0.9054
[Epoch 24] Time: 762.9958522319794, Train loss: 0.0002656193575449288, Train accuracy: 0.98866, Test loss: 0.0030926722049713137, Test accuracy: 0.9053
