Namespace(batchSize=128, epoch=25, lr=0.05, method='momsgd', modelIn='noise0.01_I.pth', modelOut='noise0.01_II.pth', ngpu=1, noise=0.01)
Files already downloaded and verified
Files already downloaded and verified
[Epoch 0] Time: 45.3603720664978, Train loss: 0.002444050948917866, Train accuracy: 0.8979, Test loss: 0.0033400724768638613, Test accuracy: 0.8597
[Epoch 1] Time: 86.61637687683105, Train loss: 0.002285747457444668, Train accuracy: 0.90548, Test loss: 0.00334708913564682, Test accuracy: 0.8625
[Epoch 2] Time: 128.02021622657776, Train loss: 0.002180525339394808, Train accuracy: 0.90654, Test loss: 0.003229311439394951, Test accuracy: 0.8662
[Epoch 3] Time: 169.54479908943176, Train loss: 0.0022988501957058906, Train accuracy: 0.90438, Test loss: 0.0033718812197446823, Test accuracy: 0.8588
[Epoch 4] Time: 211.1045331954956, Train loss: 0.002408329369723797, Train accuracy: 0.89804, Test loss: 0.003679119800031185, Test accuracy: 0.8541
[Epoch 5] Time: 252.66169548034668, Train loss: 0.0022722495040297507, Train accuracy: 0.90438, Test loss: 0.003244630342721939, Test accuracy: 0.8715
[Epoch 6] Time: 294.21627378463745, Train loss: 0.0025457799923419952, Train accuracy: 0.89168, Test loss: 0.003771566754579544, Test accuracy: 0.8477
[Epoch 7] Time: 335.7715892791748, Train loss: 0.002352244508564472, Train accuracy: 0.9001, Test loss: 0.0035386441498994827, Test accuracy: 0.8583
[Epoch 8] Time: 377.32342553138733, Train loss: 0.002547784542143345, Train accuracy: 0.89274, Test loss: 0.003957068286836147, Test accuracy: 0.84
[Epoch 9] Time: 418.8959975242615, Train loss: 0.002287384139597416, Train accuracy: 0.9016, Test loss: 0.003501845222711563, Test accuracy: 0.8583
[Epoch 10] Time: 460.43924927711487, Train loss: 0.002111099005043507, Train accuracy: 0.91314, Test loss: 0.0033023441195487975, Test accuracy: 0.8639
[Epoch 11] Time: 502.00119805336, Train loss: 0.002235715149641037, Train accuracy: 0.90532, Test loss: 0.003710417768359184, Test accuracy: 0.8544
[Epoch 12] Time: 543.5839657783508, Train loss: 0.002260608436614275, Train accuracy: 0.90456, Test loss: 0.0035558482408523558, Test accuracy: 0.8532
[Epoch 13] Time: 585.1184494495392, Train loss: 0.0025242643427848817, Train accuracy: 0.89546, Test loss: 0.004097148084640503, Test accuracy: 0.8377
[Epoch 14] Time: 626.7022588253021, Train loss: 0.002135119586586952, Train accuracy: 0.91098, Test loss: 0.0031959732234477997, Test accuracy: 0.8691
[Epoch 15] Time: 668.2444996833801, Train loss: 0.002200354769229889, Train accuracy: 0.90822, Test loss: 0.0032625991612672805, Test accuracy: 0.8643
[Epoch 16] Time: 709.7857897281647, Train loss: 0.002121651470065117, Train accuracy: 0.9095, Test loss: 0.003406902268528938, Test accuracy: 0.8597
[Epoch 17] Time: 751.3742067813873, Train loss: 0.0021915260593593122, Train accuracy: 0.90752, Test loss: 0.0035483071982860565, Test accuracy: 0.8602
[Epoch 18] Time: 792.9451661109924, Train loss: 0.002076438856869936, Train accuracy: 0.90982, Test loss: 0.0032654457464814184, Test accuracy: 0.8705
[Epoch 19] Time: 834.5190725326538, Train loss: 0.0020097070442140104, Train accuracy: 0.91656, Test loss: 0.003152593706548214, Test accuracy: 0.8748
[Epoch 20] Time: 876.0770328044891, Train loss: 0.0020610674308240416, Train accuracy: 0.91154, Test loss: 0.0035868668064475057, Test accuracy: 0.8597
[Epoch 21] Time: 917.6695873737335, Train loss: 0.0022071449764072895, Train accuracy: 0.90766, Test loss: 0.003580175372958183, Test accuracy: 0.8596
[Epoch 22] Time: 959.2362785339355, Train loss: 0.002089447102546692, Train accuracy: 0.91358, Test loss: 0.00350053893327713, Test accuracy: 0.8641
[Epoch 23] Time: 1000.7465536594391, Train loss: 0.0020455285087227822, Train accuracy: 0.9133, Test loss: 0.003292821814119816, Test accuracy: 0.8689
[Epoch 24] Time: 1042.2776498794556, Train loss: 0.0019309988875687123, Train accuracy: 0.92172, Test loss: 0.00319905451387167, Test accuracy: 0.8718
