Namespace(batchSize=128, epoch=25, lr=0.0125, method='momsgd', modelIn='noise0.5_III.pth', modelOut='noise0.5_IV.pth', ngpu=1, noise=0.5)
Files already downloaded and verified
Files already downloaded and verified
[Epoch 0] Time: 43.87083649635315, Train loss: 0.002603869467675686, Train accuracy: 0.89568, Test loss: 0.0040706897825002674, Test accuracy: 0.8403
[Epoch 1] Time: 85.23926091194153, Train loss: 0.0026542170831561087, Train accuracy: 0.89462, Test loss: 0.004026169535517692, Test accuracy: 0.8438
[Epoch 2] Time: 126.89898562431335, Train loss: 0.00263483057230711, Train accuracy: 0.8952, Test loss: 0.004077263224124908, Test accuracy: 0.8441
[Epoch 3] Time: 168.65591263771057, Train loss: 0.0026094445371627807, Train accuracy: 0.89608, Test loss: 0.003932407650351524, Test accuracy: 0.843
[Epoch 4] Time: 210.48458909988403, Train loss: 0.0025534108155965806, Train accuracy: 0.89806, Test loss: 0.004145496314764023, Test accuracy: 0.8467
[Epoch 5] Time: 252.3001091480255, Train loss: 0.0025018105289340018, Train accuracy: 0.89882, Test loss: 0.004060016164183617, Test accuracy: 0.8442
[Epoch 6] Time: 294.20045232772827, Train loss: 0.0024643832910060883, Train accuracy: 0.8977, Test loss: 0.004045651507377624, Test accuracy: 0.8503
[Epoch 7] Time: 336.34068846702576, Train loss: 0.002497898060977459, Train accuracy: 0.89838, Test loss: 0.003958240115642548, Test accuracy: 0.8453
[Epoch 8] Time: 378.4911894798279, Train loss: 0.0025381139865517616, Train accuracy: 0.8972, Test loss: 0.004118893879652023, Test accuracy: 0.8501
[Epoch 9] Time: 420.6651165485382, Train loss: 0.002535026780068874, Train accuracy: 0.89814, Test loss: 0.003885254269838333, Test accuracy: 0.8501
[Epoch 10] Time: 462.82783031463623, Train loss: 0.002586249885261059, Train accuracy: 0.89656, Test loss: 0.003862624168395996, Test accuracy: 0.8466
[Epoch 11] Time: 505.04203486442566, Train loss: 0.0025629993960261345, Train accuracy: 0.89702, Test loss: 0.004052818304300309, Test accuracy: 0.8489
[Epoch 12] Time: 547.1309869289398, Train loss: 0.0025350815695524215, Train accuracy: 0.89554, Test loss: 0.003960241594910621, Test accuracy: 0.8485
[Epoch 13] Time: 589.3562653064728, Train loss: 0.0024495592081546784, Train accuracy: 0.90134, Test loss: 0.004018285238742828, Test accuracy: 0.8458
[Epoch 14] Time: 631.6063983440399, Train loss: 0.0025921755850315093, Train accuracy: 0.89532, Test loss: 0.004025592631101608, Test accuracy: 0.8431
[Epoch 15] Time: 673.7016322612762, Train loss: 0.0023957055300474167, Train accuracy: 0.90092, Test loss: 0.00395663450807333, Test accuracy: 0.8551
[Epoch 16] Time: 715.7783126831055, Train loss: 0.0025620682966709138, Train accuracy: 0.89492, Test loss: 0.004088163331151008, Test accuracy: 0.8442
[Epoch 17] Time: 758.0154345035553, Train loss: 0.0024799725775420667, Train accuracy: 0.90208, Test loss: 0.004039262035489082, Test accuracy: 0.8473
[Epoch 18] Time: 800.1521315574646, Train loss: 0.002606013634800911, Train accuracy: 0.89514, Test loss: 0.004165103754401207, Test accuracy: 0.8464
[Epoch 19] Time: 842.373911857605, Train loss: 0.0025277254298329355, Train accuracy: 0.89924, Test loss: 0.004054910618066788, Test accuracy: 0.8414
[Epoch 20] Time: 884.518655538559, Train loss: 0.0024502712646126746, Train accuracy: 0.90248, Test loss: 0.0038383674681186676, Test accuracy: 0.8493
[Epoch 21] Time: 926.8554174900055, Train loss: 0.0024700204530358314, Train accuracy: 0.90028, Test loss: 0.004027985450625419, Test accuracy: 0.8507
[Epoch 22] Time: 968.9679214954376, Train loss: 0.0024410507917404173, Train accuracy: 0.90086, Test loss: 0.004176388850808143, Test accuracy: 0.841
[Epoch 23] Time: 1011.0584003925323, Train loss: 0.002443537723124027, Train accuracy: 0.9041, Test loss: 0.0039621054947376255, Test accuracy: 0.8543
[Epoch 24] Time: 1053.147958278656, Train loss: 0.002451906794011593, Train accuracy: 0.90112, Test loss: 0.003928103283047676, Test accuracy: 0.8458
