Namespace(batchSize=128, epoch=25, lr=0.1, method='momsgd', modelIn=None, modelOut='noise0.5_I.pth', ngpu=1, noise=0.5)
Files already downloaded and verified
Files already downloaded and verified
[Epoch 0] Time: 44.75954985618591, Train loss: 0.01684835828781128, Train accuracy: 0.19228, Test loss: 0.016959230244159698, Test accuracy: 0.1917
[Epoch 1] Time: 85.91733384132385, Train loss: 0.015724545221328736, Train accuracy: 0.24654, Test loss: 0.015896403396129608, Test accuracy: 0.2415
[Epoch 2] Time: 127.21760201454163, Train loss: 0.015035705316066742, Train accuracy: 0.27854, Test loss: 0.015296780383586884, Test accuracy: 0.2785
[Epoch 3] Time: 168.51591563224792, Train loss: 0.01379077963590622, Train accuracy: 0.36158, Test loss: 0.013858015429973601, Test accuracy: 0.362
[Epoch 4] Time: 209.87255883216858, Train loss: 0.0128626616024971, Train accuracy: 0.41012, Test loss: 0.013031822204589844, Test accuracy: 0.404
[Epoch 5] Time: 251.1971755027771, Train loss: 0.011875539796352386, Train accuracy: 0.46518, Test loss: 0.012149252235889434, Test accuracy: 0.4591
[Epoch 6] Time: 292.52630138397217, Train loss: 0.011592331414222718, Train accuracy: 0.49712, Test loss: 0.011725693571567535, Test accuracy: 0.4973
[Epoch 7] Time: 333.84512186050415, Train loss: 0.010515469346046448, Train accuracy: 0.5419, Test loss: 0.010915680849552155, Test accuracy: 0.5365
[Epoch 8] Time: 375.1890060901642, Train loss: 0.009897841019630432, Train accuracy: 0.56392, Test loss: 0.0106646005153656, Test accuracy: 0.5462
[Epoch 9] Time: 416.5109543800354, Train loss: 0.009245320740938187, Train accuracy: 0.58628, Test loss: 0.00953768218755722, Test accuracy: 0.5806
[Epoch 10] Time: 457.8798086643219, Train loss: 0.008890641140937806, Train accuracy: 0.61568, Test loss: 0.00993529793024063, Test accuracy: 0.5986
[Epoch 11] Time: 499.1933476924896, Train loss: 0.00841763045668602, Train accuracy: 0.64408, Test loss: 0.009058531683683396, Test accuracy: 0.6293
[Epoch 12] Time: 540.524240732193, Train loss: 0.008078482226133346, Train accuracy: 0.6625, Test loss: 0.008764526450634002, Test accuracy: 0.6418
[Epoch 13] Time: 581.8695938587189, Train loss: 0.008073890347480774, Train accuracy: 0.66718, Test loss: 0.009101777613162994, Test accuracy: 0.6423
[Epoch 14] Time: 623.2182023525238, Train loss: 0.007596695826053619, Train accuracy: 0.68676, Test loss: 0.008343440467119217, Test accuracy: 0.6644
[Epoch 15] Time: 664.5648312568665, Train loss: 0.007704945807456971, Train accuracy: 0.68694, Test loss: 0.00843380982875824, Test accuracy: 0.6582
[Epoch 16] Time: 705.9355754852295, Train loss: 0.007026148202419281, Train accuracy: 0.708, Test loss: 0.00791213026046753, Test accuracy: 0.6864
[Epoch 17] Time: 747.2999556064606, Train loss: 0.007021231561899185, Train accuracy: 0.72216, Test loss: 0.007942108690738678, Test accuracy: 0.699
[Epoch 18] Time: 788.6562218666077, Train loss: 0.007241422988176345, Train accuracy: 0.7152, Test loss: 0.007800052183866501, Test accuracy: 0.699
[Epoch 19] Time: 829.9953713417053, Train loss: 0.007170810346603393, Train accuracy: 0.72068, Test loss: 0.0077541991651058195, Test accuracy: 0.708
[Epoch 20] Time: 871.3546557426453, Train loss: 0.006998259984254837, Train accuracy: 0.72324, Test loss: 0.008411050748825073, Test accuracy: 0.6787
[Epoch 21] Time: 912.7171876430511, Train loss: 0.006359288169741631, Train accuracy: 0.74828, Test loss: 0.0073557774901390075, Test accuracy: 0.7193
[Epoch 22] Time: 954.0531437397003, Train loss: 0.006228951222896576, Train accuracy: 0.75958, Test loss: 0.006981292247772217, Test accuracy: 0.7423
[Epoch 23] Time: 995.4252271652222, Train loss: 0.006390665963888168, Train accuracy: 0.74642, Test loss: 0.007257366251945495, Test accuracy: 0.7223
[Epoch 24] Time: 1036.7730939388275, Train loss: 0.0061974743914604185, Train accuracy: 0.75874, Test loss: 0.007267574745416641, Test accuracy: 0.7268
