Namespace(batchSize=128, epoch=25, lr=0.05, method='momsgd', modelIn='noise0.5_I.pth', modelOut='noise0.5_II.pth', ngpu=1, noise=0.5)
Files already downloaded and verified
Files already downloaded and verified
[Epoch 0] Time: 58.66617703437805, Train loss: 0.00483303074657917, Train accuracy: 0.80906, Test loss: 0.00587807627916336, Test accuracy: 0.775
[Epoch 1] Time: 112.59529900550842, Train loss: 0.004599939346909523, Train accuracy: 0.8149, Test loss: 0.005755735594034195, Test accuracy: 0.7731
[Epoch 2] Time: 166.6172251701355, Train loss: 0.004674022262692452, Train accuracy: 0.81066, Test loss: 0.0055902049511671065, Test accuracy: 0.7867
[Epoch 3] Time: 220.56296634674072, Train loss: 0.004748030321598053, Train accuracy: 0.81012, Test loss: 0.005823104721307755, Test accuracy: 0.7641
[Epoch 4] Time: 274.58001041412354, Train loss: 0.004771838005185127, Train accuracy: 0.80858, Test loss: 0.005788457369804383, Test accuracy: 0.7741
[Epoch 5] Time: 328.47421526908875, Train loss: 0.00460420948445797, Train accuracy: 0.81682, Test loss: 0.0058341676235198975, Test accuracy: 0.7785
[Epoch 6] Time: 382.425523519516, Train loss: 0.004342906031608582, Train accuracy: 0.82866, Test loss: 0.005345294278860093, Test accuracy: 0.7934
[Epoch 7] Time: 436.47705483436584, Train loss: 0.004697172070145607, Train accuracy: 0.81752, Test loss: 0.005428564286231995, Test accuracy: 0.786
[Epoch 8] Time: 490.5127103328705, Train loss: 0.004535955992937088, Train accuracy: 0.81884, Test loss: 0.005716621872782707, Test accuracy: 0.7777
[Epoch 9] Time: 544.3851351737976, Train loss: 0.004314480640292167, Train accuracy: 0.8289, Test loss: 0.005240812018513679, Test accuracy: 0.7976
[Epoch 10] Time: 598.185076713562, Train loss: 0.004697008958458901, Train accuracy: 0.81464, Test loss: 0.005775285440683365, Test accuracy: 0.7762
[Epoch 11] Time: 652.1892652511597, Train loss: 0.004345329524874687, Train accuracy: 0.82506, Test loss: 0.005546708846092224, Test accuracy: 0.7861
[Epoch 12] Time: 705.9532880783081, Train loss: 0.004318810049891472, Train accuracy: 0.82406, Test loss: 0.005714991420507431, Test accuracy: 0.7831
[Epoch 13] Time: 759.9867687225342, Train loss: 0.0043994669765234, Train accuracy: 0.8272, Test loss: 0.005425934353470802, Test accuracy: 0.7928
[Epoch 14] Time: 814.0838780403137, Train loss: 0.004343475337922573, Train accuracy: 0.83322, Test loss: 0.005711885106563568, Test accuracy: 0.7871
[Epoch 15] Time: 868.1641113758087, Train loss: 0.004334007764458656, Train accuracy: 0.82826, Test loss: 0.0052498610317707065, Test accuracy: 0.7967
[Epoch 16] Time: 922.023430109024, Train loss: 0.004368509728312492, Train accuracy: 0.83016, Test loss: 0.005185723486542702, Test accuracy: 0.8
[Epoch 17] Time: 975.9764606952667, Train loss: 0.003978067026138306, Train accuracy: 0.84386, Test loss: 0.0048726693600416185, Test accuracy: 0.8078
[Epoch 18] Time: 1030.1552257537842, Train loss: 0.004016766914725304, Train accuracy: 0.83806, Test loss: 0.005169307497143745, Test accuracy: 0.7984
[Epoch 19] Time: 1083.8970868587494, Train loss: 0.004103551203012467, Train accuracy: 0.83886, Test loss: 0.005247757509350776, Test accuracy: 0.8017
[Epoch 20] Time: 1137.7304532527924, Train loss: 0.004057712143063545, Train accuracy: 0.83834, Test loss: 0.005207498323917389, Test accuracy: 0.8004
[Epoch 21] Time: 1191.7113029956818, Train loss: 0.0042038552188873295, Train accuracy: 0.83504, Test loss: 0.00521262179017067, Test accuracy: 0.795
[Epoch 22] Time: 1245.5802681446075, Train loss: 0.004156517791152, Train accuracy: 0.8361, Test loss: 0.005215002211928368, Test accuracy: 0.8039
[Epoch 23] Time: 1299.534414768219, Train loss: 0.004191687663793564, Train accuracy: 0.83346, Test loss: 0.005165023085474968, Test accuracy: 0.796
[Epoch 24] Time: 1353.3648059368134, Train loss: 0.004004278952479363, Train accuracy: 0.8411, Test loss: 0.004917299041152, Test accuracy: 0.8058
